date,sales
2020-08-25,40832
2020-08-26,43420
2020-08-27,43419
2020-08-28,44367
2020-08-29,43418
2020-08-30,43418
2020-08-31,43418
2020-09-01,47036
2020-09-02,47036
2020-09-03,48001
2020-09-04,47033
2020-09-05,47038
2020-09-06,47033
2020-09-07,44678
2020-09-08,47036
2020-09-09,47036
2020-09-10,40321
2020-09-11,47033
2020-09-12,47033
2020-09-13,48002
2020-09-14,47038
2020-09-15,47038
2020-09-16,43765
2020-09-17,47036
2020-09-18,47036
2020-09-19,44326
2020-09-20,47038
2020-09-21,47038
2020-09-22,48123
2020-09-23,47036
2020-09-24,47036
2020-09-25,47033
2020-09-26,46782
2020-09-27,47038
2020-09-28,47036
2020-09-29,48123
2020-09-30,47036
2020-10-01,21591
2020-10-02,21591
2020-10-03,22345
2020-10-04,21596
2020-10-05,21590
2020-10-06,18653
2020-10-07,21590
2020-10-08,21591
2020-10-09,17232
2020-10-10,21591
2020-10-11,21596
2020-10-12,22123
2020-10-13,21590
2020-10-14,21590
2020-10-15,19632
2020-10-16,21591
2020-10-17,21591
2020-10-18,22543
2020-10-19,21596
2020-10-20,21590
2020-10-21,18954
2020-10-22,21591
2020-10-23,21591
2020-10-24,19832
2020-10-25,21590
2020-10-26,21596
2020-10-27,22345
2020-10-28,21590
2020-10-29,21590
2020-10-30,21591
2020-10-31,22346
2020-11-01,17736
2020-11-02,17736
2020-11-03,17736
2020-11-04,16234
2020-11-05,17737
2020-11-06,17734
2020-11-07,17734
2020-11-08,15436
2020-11-09,17736
2020-11-10,17736
2020-11-11,19003
2020-11-12,17737
2020-11-13,17737
2020-11-14,19083
2020-11-15,17734
2020-11-16,17736
2020-11-17,17736
2020-11-18,16732
2020-11-19,17734
2020-11-20,17737
2020-11-21,17737
2020-11-22,15436
2020-11-23,17736
2020-11-24,17736
2020-11-25,17734
2020-11-26,18932
2020-11-27,17737
2020-11-28,17737
2020-11-29,17736
2020-11-30,19832
2020-12-01,24675
2020-12-02,24675
2020-12-03,22345
2020-12-04,24674
2020-12-05,24676
2020-12-06,26004
2020-12-07,24675
2020-12-08,24675
2020-12-09,20983
2020-12-10,24676
2020-12-11,24676
2020-12-12,24674
2020-12-13,25346
2020-12-14,24674
2020-12-15,24676
2020-12-16,24675
2020-12-17,22134
2020-12-18,24675
2020-12-19,24676
2020-12-20,24676
2020-12-21,25032
2020-12-22,24674
2020-12-23,24675
2020-12-24,24675
2020-12-25,22765
2020-12-26,24674
2020-12-27,24676
2020-12-28,24674
2020-12-29,25032
2020-12-30,24675
2020-12-31,24675
2021-01-01,21120
2021-01-02,19002
2021-01-03,21120
2021-01-04,21123
2021-01-05,21123
2021-01-06,22012
2021-01-07,21121
2021-01-08,21120
2021-01-09,18923
2021-01-10,21123
2021-01-11,21123
2021-01-12,19321
2021-01-13,21121
2021-01-14,21118
2021-01-15,21121
2021-01-16,22314
2021-01-17,21120
2021-01-18,21123
2021-01-19,21123
2021-01-20,22134
2021-01-21,21118
2021-01-22,21120
2021-01-23,19321
2021-01-24,21120
2021-01-25,21118
2021-01-26,21121
2021-01-27,18932
2021-01-28,21123
2021-01-29,21120
2021-01-30,21120
2021-01-31,21120
2021-02-01,18762
2021-02-02,21120
2021-02-03,21120
2021-02-04,21123
2021-02-05,22432
2021-02-06,21118
2021-02-07,21121
2021-02-08,19321
2021-02-09,21120
2021-02-10,21123
2021-02-11,21123
2021-02-12,21121
2021-02-13,20982
2021-02-14,21118
2021-02-15,21121
2021-02-16,21120
2021-02-17,23001
2021-02-18,21123
2021-02-19,21123
2021-02-20,22314
2021-02-21,21118
2021-02-22,21120
2021-02-23,21120
2021-02-24,21120
2021-02-25,21098
2021-02-26,21121
2021-02-27,21123
2021-02-28,21123
2021-03-01,23760
2021-03-02,21098
2021-03-03,23760
2021-03-04,23762
2021-03-05,24002
2021-03-06,23758
2021-03-07,23760
2021-03-08,20123
2021-03-09,23760
2021-03-10,23758
2021-03-11,21467
2021-03-12,23762
2021-03-13,23762
2021-03-14,23757
2021-03-15,21983
2021-03-16,23760
2021-03-17,23760
2021-03-18,23760
2021-03-19,23762
2021-03-20,24002
2021-03-21,23758
2021-03-22,23760
2021-03-23,21234
2021-03-24,23760
2021-03-25,23757
2021-03-26,23762
2021-03-27,21983
2021-03-28,23757
2021-03-29,23760
2021-03-30,23760
2021-03-31,24023
2021-04-01,24751
2021-04-02,24751
2021-04-03,25002
2021-04-04,24748
2021-04-05,24748
2021-04-06,20983
2021-04-07,24751
2021-04-08,24752
2021-04-09,22567
2021-04-10,24748
2021-04-11,24752
2021-04-12,24752
2021-04-13,25342
2021-04-14,24751
2021-04-15,24748
2021-04-16,24748
2021-04-17,22345
2021-04-18,24751
2021-04-19,24751
2021-04-20,24748
2021-04-21,24748
2021-04-22,22345
2021-04-23,24752
2021-04-24,24752
2021-04-25,24751
2021-04-26,22345
2021-04-27,24748
2021-04-28,24748
2021-04-29,24751
2021-04-30,25422
2021-05-01,23799
2021-05-02,23799
2021-05-03,23799
2021-05-04,22345
2021-05-05,23797
2021-05-06,23797
2021-05-07,23800
2021-05-08,23799
2021-05-09,22124
2021-05-10,23799
2021-05-11,23800
2021-05-12,23797
2021-05-13,22456
2021-05-14,23799
2021-05-15,23799
2021-05-16,22345
2021-05-17,23800
2021-05-18,23800
2021-05-19,22345
2021-05-20,23800
2021-05-21,23799
2021-05-22,23987
2021-05-23,23799
2021-05-24,23797
2021-05-25,22345
2021-05-26,23797
2021-05-27,23797
2021-05-28,24532
2021-05-29,23799
2021-05-30,23799
2021-05-31,23799
2021-06-01,24751
2021-06-02,25432
2021-06-03,24751
2021-06-04,24750
2021-06-05,24750
2021-06-06,23765
2021-06-07,24751
2021-06-08,24751
2021-06-09,24751
2021-06-10,22345
2021-06-11,24755
2021-06-12,24750
2021-06-13,25432
2021-06-14,24750
2021-06-15,24751
2021-06-16,22345
2021-06-17,24751
2021-06-18,24755
2021-06-19,23987
2021-06-20,24750
2021-06-21,24751
2021-06-22,24751
2021-06-23,26432
2021-06-24,24750
2021-06-25,24755
2021-06-26,24755
2021-06-27,24750
2021-06-28,22765
2021-06-29,24751
2021-06-30,24751
2021-07-01,28350
2021-07-02,26739
2021-07-03,28350
2021-07-04,28348
2021-07-05,28351
2021-07-06,26423
2021-07-07,28350
2021-07-08,28350
2021-07-09,29322
2021-07-10,28348
2021-07-11,28348
2021-07-12,28351
2021-07-13,26422
2021-07-14,28350
2021-07-15,28350
2021-07-16,28351
2021-07-17,29001
2021-07-18,28348
2021-07-19,28351
2021-07-20,28351
2021-07-21,25435
2021-07-22,28350
2021-07-23,28350
2021-07-24,28351
2021-07-25,28348
2021-07-26,26453
2021-07-27,28348
2021-07-28,28351
2021-07-29,28350
2021-07-30,29023
2021-07-31,28350
2021-08-01,27301
2021-08-02,27301
2021-08-03,29873
2021-08-04,27303
2021-08-05,27303
2021-08-06,25422
2021-08-07,27299
2021-08-08,27298
2021-08-09,24356
2021-08-10,27301
2021-08-11,27301
2021-08-12,27298
2021-08-13,29432
2021-08-14,27303
2021-08-15,27301
2021-08-16,27301
2021-08-17,27301
2021-08-18,26422
2021-08-19,27303
2021-08-20,27298
2021-08-21,27301
2021-08-22,25346
2021-08-23,27301
2021-08-24,27298
2021-08-25,27298
2021-08-26,28553
2021-08-27,27303
2021-08-28,27298
2021-08-29,27301
2021-08-30,29032
2021-08-31,27301
2021-09-01,28350
2021-09-02,28350
2021-09-03,26543
2021-09-04,28352
2021-09-05,28352
2021-09-06,28349
2021-09-07,29875
2021-09-08,28350
2021-09-09,28350
2021-09-10,28349
2021-09-11,29875
2021-09-12,28352
2021-09-13,28349
2021-09-14,27654
2021-09-15,28350
2021-09-16,28350
2021-09-17,28352
2021-09-18,26543
2021-09-19,28349
2021-09-20,28349
2021-09-21,28348
2021-09-22,27654
2021-09-23,28350
2021-09-24,28350
2021-09-25,28349
2021-09-26,29875
2021-09-27,28352
2021-09-28,28350
2021-09-29,27653
2021-09-30,28350
2021-10-01,26232
2021-10-02,25467
2021-10-03,26232
2021-10-04,26230
2021-10-05,24564
2021-10-06,26230
2021-10-07,26230
2021-10-08,28653
2021-10-09,26232
2021-10-10,26232
2021-10-11,27653
2021-10-12,26230
2021-10-13,26231
2021-10-14,26231
2021-10-15,24567
2021-10-16,26230
2021-10-17,26230
2021-10-18,24567
2021-10-19,26232
2021-10-20,26230
2021-10-21,27653
2021-10-22,26231
2021-10-23,26232
2021-10-24,28764
2021-10-25,26232
2021-10-26,26231
2021-10-27,24567
2021-10-28,26230
2021-10-29,26232
2021-10-30,23456
2021-10-31,26232
2021-11-01,26232
2021-11-02,27653
2021-11-03,26233
2021-11-04,26233
2021-11-05,27653
2021-11-06,26232
2021-11-07,26232
2021-11-08,26232
2021-11-09,26232
2021-11-10,26232
2021-11-11,25436
2021-11-12,26233
2021-11-13,26232
2021-11-14,26233
2021-11-15,24567
2021-11-16,26230
2021-11-17,26230
2021-11-18,26232
2021-11-19,27654
2021-11-20,26232
2021-11-21,26231
2021-11-22,26231
2021-11-23,26233
2021-11-24,23456
2021-11-25,26232
2021-11-26,26233
2021-11-27,25456
2021-11-28,26230
2021-11-29,26232
2021-11-30,26232
2021-12-01,27653
2021-12-02,26232
2021-12-03,26232
2021-12-04,26232
2021-12-05,24567
2021-12-06,26231
2021-12-07,26230
2021-12-08,25467
2021-12-09,26232
2021-12-10,26232
2021-12-11,27653
2021-12-12,26230
2021-12-13,26230
2021-12-14,26231
2021-12-15,28764
2021-12-16,26231
2021-12-17,26230
2021-12-18,24356
2021-12-19,26232
2021-12-20,26232
2021-12-21,27653
2021-12-22,26231
2021-12-23,26231
2021-12-24,24567
2021-12-25,26232
2021-12-26,26232
2021-12-27,23456
2021-12-28,26231
2021-12-29,26230
2021-12-30,27653
2021-12-31,26232
2022-01-01,37594
2022-01-02,37594
2022-01-03,38932
2022-01-04,37596
2022-01-05,37596
2022-01-06,35436
2022-01-07,37594
2022-01-08,37594
2022-01-09,36543
2022-01-10,37593
2022-01-11,37596
2022-01-12,34567
2022-01-13,37593
2022-01-14,37593
2022-01-15,38543
2022-01-16,37594
2022-01-17,37594
2022-01-18,36454
2022-01-19,37596
2022-01-20,37593
2022-01-21,38453
2022-01-22,37594
2022-01-23,37594
2022-01-24,36542
2022-01-25,37593
2022-01-26,37593
2022-01-27,35467
2022-01-28,37596
2022-01-29,37594
2022-01-30,38765
2022-01-31,37594
2022-02-01,36202
2022-02-02,34567
2022-02-03,36202
2022-02-04,36200
2022-02-05,37654
2022-02-06,36200
2022-02-07,36203
2022-02-08,37654
2022-02-09,36202
2022-02-10,36200
2022-02-11,36200
2022-02-12,34567
2022-02-13,36203
2022-02-14,36203
2022-02-15,36202
2022-02-16,36202
2022-02-17,34987
2022-02-18,36203
2022-02-19,36200
2022-02-20,36200
2022-02-21,37654
2022-02-22,36202
2022-02-23,36200
2022-02-24,37654
2022-02-25,36203
2022-02-26,36202
2022-02-27,34567
2022-02-28,36202
2022-03-01,89575
2022-03-02,89575
2022-03-03,90323
2022-03-04,89570
2022-03-05,89570
2022-03-06,88443
2022-03-07,89575
2022-03-08,89573
2022-03-09,87432
2022-03-10,89575
2022-03-11,89570
2022-03-12,90432
2022-03-13,89575
2022-03-14,89575
2022-03-15,89575
2022-03-16,84323
2022-03-17,89573
2022-03-18,89573
2022-03-19,90234
2022-03-20,89570
2022-03-21,89575
2022-03-22,89575
2022-03-23,87342
2022-03-24,89577
2022-03-25,89570
2022-03-26,90234
2022-03-27,89577
2022-03-28,89575
2022-03-29,89575
2022-03-30,87345
2022-03-31,89575
2022-04-01,40568
2022-04-02,40568
2022-04-03,41235
2022-04-04,40565
2022-04-05,40565
2022-04-06,39876
2022-04-07,40570
2022-04-08,40568
2022-04-09,40568
2022-04-10,38765
2022-04-11,40565
2022-04-12,40565
2022-04-13,40570
2022-04-14,42356
2022-04-15,40565
2022-04-16,40565
2022-04-17,40568
2022-04-18,41356
2022-04-19,40568
2022-04-20,40571
2022-04-21,40570
2022-04-22,39875
2022-04-23,40565
2022-04-24,40565
2022-04-25,38643
2022-04-26,40565
2022-04-27,40570
2022-04-28,40568
2022-04-29,41246
2022-04-30,40568
2022-05-01,39066
2022-05-02,39066
2022-05-03,38664
2022-05-04,39064
2022-05-05,39064
2022-05-06,40054
2022-05-07,39065
2022-05-08,39066
2022-05-09,39066
2022-05-10,39064
2022-05-11,38764
2022-05-12,39065
2022-05-13,39068
2022-05-14,39068
2022-05-15,39066
2022-05-16,40432
2022-05-17,39066
2022-05-18,39068
2022-05-19,39064
2022-05-20,37543
2022-05-21,39068
2022-05-22,39066
2022-05-23,39066
2022-05-24,40986
2022-05-25,39064
2022-05-26,39064
2022-05-27,39065
2022-05-28,37642
2022-05-29,39066
2022-05-30,39066
2022-05-31,40002
2022-06-01,39066
2022-06-02,39066
2022-06-03,37533
2022-06-04,39068
2022-06-05,39064
2022-06-06,36789
2022-06-07,39066
2022-06-08,39066
2022-06-09,39065
2022-06-10,40234
2022-06-11,39068
2022-06-12,39065
2022-06-13,39064
2022-06-14,40987
2022-06-15,39066
2022-06-16,39068
2022-06-17,39065
2022-06-18,37632
2022-06-19,39068
2022-06-20,40321
2022-06-21,39068
2022-06-22,39066
2022-06-23,39066
2022-06-24,39064
2022-06-25,37653
2022-06-26,39065
2022-06-27,39068
2022-06-28,39064
2022-06-29,40325
2022-06-30,39066
